Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm)
5H4,FAUC,16.07,0.124,0.691
5H4,FAUC,16.46,0.124,0.461
5H4,FAUC,16.47,0.124,0.461
5H4,FAUC,16.51,0.124,0.461
5H4,FAUC,16.86,0.124,0.461
5H4,FAUC,16.88,0.87,2.181
5H4,FAUC,16.9,0.746,1.19
5H4,FAUC,16.93,0.124,0.461
5H4,FAUC,17.5,0.124,0.461
5H4,FAUC,17.51,0.124,0.461
5H4,FAUC,17.67,0.249,0.432
5H4,FAUC,17.7,0.124,0.461
5H4,FAUC,18.42,0.124,0.461
5H4,FAUC,18.52,0.373,1.248
5H4,FAUC,18.69,0.373,0.653
5H4,FAUC,18.74,0.124,0.461
5H4,FAUC,19.09,0.497,0.446
5H4,FAUC,19.11,0.124,0.461
5H4,FAUC,19.23,0.249,0.547
5H4,FAUC,19.25,0.124,0.461
5H4,FAUC,19.3,0.249,0.547
5H4,FAUC,19.71,0.373,0.96
5H4,FAUC,19.74,0.124,0.691
5H4,FAUC,19.75,0.124,0.461
5H4,FAUC,19.84,0.249,1.008
5H4,FAUC,19.98,0.124,0.864
5H4,FAUC,19.98,0.124,0.461
5H4,FAUC,19.99,0.124,0.461
5H4,FAUC,20.01,0.124,0.461
5H4,FAUC,20.04,0.124,0.461
5H4,FAUC,20.04,0.249,0.662
5H4,FAUC,20.05,0.622,0.703
5H4,FAUC,20.07,0.124,0.691
5H4,FAUC,20.08,0.124,0.461
5H4,FAUC,20.1,0.124,0.461
5H4,FAUC,20.12,0.124,0.461
5H4,FAUC,20.18,0.124,0.691
5H4,FAUC,21.36,0.249,0.547
5H4,FAUC,22.29,0.249,0.979
5H4,FAUC,22.31,0.497,0.878
5H4,FAUC,22.33,0.124,0.691
5H4,FAUC,22.34,0.124,0.461
5H4,FAUC,22.35,0.124,0.864
5H4,FAUC,22.37,0.124,0.461
5H4,FAUC,22.47,1.741,2.506
5H4,FAUC,22.51,0.124,0.461
5H4,FAUC,22.52,0.124,0.461
5H4,FAUC,22.92,0.249,0.547
5H4,FAUC,23.5,3.357,1.135
5H4,SHWR,6.35,6.962,2
5H4,SHWR,7.19,3.357,2
5H4,SHWR,10.19,7.335,2
5H5,FAUC,6.31,0.87,0.568
5H5,FAUC,6.37,0.497,0.302
5H5,FAUC,6.4,0.622,0.714
5H5,FAUC,6.42,0.124,0.806
5H5,FAUC,6.45,0.249,0.605
5H5,FAUC,6.72,0.746,0.538
5H5,FAUC,8.23,0.497,0.403
5H5,FAUC,8.97,0.124,0.403
5H5,FAUC,10.41,0.249,0.403
5H5,FAUC,10.44,1.243,0.599
5H5,FAUC,10.47,0.124,0.806
5H5,FAUC,10.47,0.373,0.269
5H5,FAUC,10.48,0.249,0.605
5H5,FAUC,10.52,0.124,0.806
5H5,FAUC,10.64,0.124,0.403
5H5,FAUC,10.65,0.373,0.442
5H5,FAUC,10.9,0.497,0.691
5H5,FAUC,11.33,2.487,0.999
5H5,FAUC,12.07,0.124,0.403
5H5,FAUC,12.27,0.124,0.403
5H5,FAUC,12.27,4.973,0.085
5H5,FAUC,12.72,0.124,0.806
5H5,FAUC,12.73,0.746,0.538
5H5,FAUC,12.75,5.843,0.57
5H5,FAUC,12.88,0.249,0.605
5H5,FAUC,13.65,0.124,0.403
5H5,FAUC,13.84,0.124,0.576
5H5,FAUC,13.86,0.249,1.382
5H5,FAUC,13.87,0.249,0.605
5H5,FAUC,14.02,0.249,1.066
5H5,FAUC,14.03,1.243,1.048
5H5,FAUC,14.06,4.849,0.032
5H5,FAUC,14.17,0.124,0.461
5H5,FAUC,14.17,0.622,0.242
5H5,FAUC,14.18,0.497,0.302
5H5,FAUC,14.3,0.622,0.403
5H5,FAUC,14.35,0.124,0.403
5H5,FAUC,15.64,0.124,0.403
5H5,FAUC,15.69,0.124,0.403
5H5,FAUC,15.71,0.124,0.403
5H5,FAUC,15.75,0.249,0.403
5H5,FAUC,17.91,0.124,0.403
5H5,FAUC,17.96,0.124,0.403
5H5,FAUC,18.02,0.124,0.403
5H5,FAUC,18.03,0.124,0.518
5H5,FAUC,18.07,0.124,0.403
5H5,FAUC,18.41,0.124,0.403
5H5,FAUC,18.53,0.373,0.538
5H5,FAUC,19.2,0.124,0.403
5H5,FAUC,19.28,0.249,0.403
5H5,FAUC,20.02,0.124,0.403
5H5,FAUC,20.03,0.497,0.59
5H5,FAUC,20.04,0.373,0.269
5H5,FAUC,20.05,0.249,0.605
5H5,FAUC,20.09,0.373,0.403
5H5,FAUC,20.15,0.249,0.403
5H5,FAUC,20.35,0.622,0.323
5H5,FAUC,20.39,0.622,0.876
5H5,FAUC,20.43,0.87,0.856
5H5,FAUC,21.59,2.611,0.211
5H5,FAUC,21.65,5.968,0.067
5H5,FAUC,21.78,0.373,0.538
5H5,FAUC,21.83,0.622,0.634
5H5,FAUC,21.9,0.373,0.922
5H5,FAUC,21.93,0.622,0.714
5H5,FAUC,22.05,0.497,0.504
5H5,FAUC,22.07,0.87,0.592
5H5,FAUC,22.09,0.124,0.288
5H5,FAUC,22.1,0.249,0.403
5H5,FAUC,22.13,0.124,0.576
5H5,FAUC,22.19,0.249,0.605
5H5,FAUC,22.23,0.124,0.576
5H5,FAUC,22.24,0.622,0.564
5H5,FAUC,22.32,1.243,0.72
5H5,FAUC,22.49,0.249,0.605
5H5,FAUC,23.36,1.368,0.88
5H5,FAUC,23.4,0.124,0.806
5H5,SHWR,12.38,8.454,1.86
5H5,SHWR,14.24,1.865,2
5H5,SHWR,20.65,5.346,2
5H5,SHWR,20.95,2.362,1.993
5H5,SHWR,21,1.616,1.86
5H5,SHWR,21.08,4.352,2
5H5,SHWR,22.75,12.93,1.684
5H6,CWSH,8.57,5.167,1.201
5H6,CWSH,8.91,0.333,1.011
5H6,CWSH,8.95,4.833,1.186
5H6,CWSH,9.17,0.5,0.75
5H6,FAUC,6.92,0.124,0.806
5H6,FAUC,6.95,0.124,0.288
5H6,FAUC,7.46,0.124,0.403
5H6,FAUC,7.53,0.249,0.346
5H6,FAUC,7.64,0.124,1.498
5H6,FAUC,7.88,0.124,0.288
5H6,FAUC,7.98,0.124,0.518
5H6,FAUC,8.06,0.124,0.288
5H6,FAUC,8.3,0.124,0.288
5H6,FAUC,8.31,0.87,1.21
5H6,FAUC,8.39,0.124,0.403
5H6,FAUC,8.42,0.124,0.288
5H6,FAUC,8.51,0.124,0.288
5H6,FAUC,8.65,0.124,1.037
5H6,FAUC,8.72,0.497,0.994
5H6,FAUC,8.74,0.249,0.893
5H6,FAUC,8.75,0.249,0.403
5H6,FAUC,8.76,0.622,1.394
5H6,FAUC,8.78,0.373,0.768
5H6,FAUC,8.79,0.124,0.288
5H6,FAUC,8.82,0.124,0.288
5H6,FAUC,8.83,0.124,0.288
5H6,FAUC,8.84,0.124,0.288
5H6,FAUC,8.85,0.124,0.288
5H6,FAUC,8.94,0.124,0.288
5H6,FAUC,9.16,0.124,0.691
5H6,FAUC,9.25,0.622,1.336
5H6,FAUC,9.39,0.249,0.547
5H6,FAUC,9.41,0.124,0.288
5H6,FAUC,9.5,0.124,0.288
5H6,FAUC,9.51,0.124,0.691
5H6,FAUC,9.53,0.124,0.979
5H6,FAUC,9.58,0.124,1.382
5H6,FAUC,9.59,0.249,1.152
5H6,FAUC,9.62,0.249,1.066
5H6,FAUC,9.73,0.995,1.39
5H6,FAUC,9.76,0.124,1.613
5H6,FAUC,9.8,2.86,1.475
5H6,FAUC,9.9,0.87,1.679
5H6,FAUC,9.94,0.124,0.288
5H6,FAUC,9.96,0.373,1.267
5H6,FAUC,9.97,0.373,1.19
5H6,FAUC,10.07,0.124,0.403
5H6,FAUC,10.08,0.124,1.382
5H6,FAUC,10.13,0.373,1.325
5H6,FAUC,10.17,0.124,0.288
5H6,FAUC,10.31,0.87,0.732
5H6,FAUC,10.32,0.124,1.21
5H6,FAUC,10.34,1.243,1.331
5H6,FAUC,10.42,0.124,0.518
5H6,FAUC,10.44,0.249,1.238
5H6,FAUC,11.22,0.622,1.279
5H6,FAUC,11.89,0.124,1.382
5H6,FAUC,12.48,0.249,0.461
5H6,FAUC,12.88,0.746,1.296
5H6,FAUC,12.93,0.249,0.288
5H6,FAUC,12.95,0.373,1.152
5H6,FAUC,13.1,0.124,0.518
5H6,FAUC,13.11,0.373,1.229
5H6,FAUC,13.13,0.124,0.922
5H6,FAUC,13.13,0.249,1.152
5H6,FAUC,13.43,0.373,1.306
5H6,FAUC,13.47,0.249,1.21
5H6,FAUC,13.81,0.249,1.354
5H6,FAUC,13.82,0.373,1.306
5H6,FAUC,13.88,0.249,0.806
5H6,FAUC,13.95,0.497,0.95
5H6,FAUC,13.99,0.249,0.749
5H6,FAUC,14.01,0.497,1.541
5H6,FAUC,14.03,0.249,0.634
5H6,FAUC,14.06,0.249,0.605
5H6,FAUC,14.11,1.119,1.395
5H6,FAUC,14.16,2.984,1.486
5H6,FAUC,14.31,0.746,1.363
5H6,FAUC,14.36,0.373,0.902
5H6,FAUC,14.53,0.249,1.354
5H6,FAUC,17,0.124,0.288
5H6,FAUC,17.68,0.124,0.288
5H6,FAUC,17.75,0.124,0.979
5H6,FAUC,17.76,1.119,1.254
5H6,FAUC,17.79,0.124,1.21
5H6,FAUC,18,0.249,0.461
5H6,FAUC,18.43,0.124,0.288
5H6,FAUC,18.54,0.124,0.288
5H6,FAUC,18.84,0.373,1.363
5H6,FAUC,18.97,0.249,1.152
5H6,FAUC,18.98,0.497,1.022
5H6,FAUC,19.01,1.741,1.489
5H6,FAUC,19.05,3.357,1.485
5H6,FAUC,19.19,0.124,0.691
5H6,FAUC,19.47,0.124,0.346
5H6,FAUC,19.49,0.124,0.461
5H6,FAUC,19.66,0.124,0.403
5H6,FAUC,19.69,0.249,1.066
5H6,FAUC,19.71,0.124,0.288
5H6,FAUC,19.71,0.124,0.518
5H6,FAUC,19.73,0.249,0.95
5H6,FAUC,19.77,0.249,1.411
5H6,FAUC,19.83,0.124,1.613
5H6,FAUC,19.86,4.476,1.477
5H6,FAUC,20.01,0.497,0.893
5H6,FAUC,20.06,0.124,0.518
5H6,FAUC,20.08,0.249,0.691
5H6,FAUC,20.16,0.373,1.19
5H6,FAUC,20.18,0.249,0.403
5H6,FAUC,20.21,0.373,1.133
5H6,FAUC,20.22,0.497,1.094
5H6,FAUC,20.25,0.249,0.605
5H6,FAUC,20.26,0.497,0.72
5H6,FAUC,20.28,0.373,0.442
5H6,FAUC,20.84,0.124,0.288
5H6,FAUC,21,0.124,0.346
5H6,FAUC,21.16,0.124,0.576
5H6,FAUC,22.53,0.124,0.403
5H6,FAUC,22.64,0.124,0.288
5H6,FAUC,22.66,0.124,0.518
5H6,FAUC,22.72,0.373,1.229
5H6,FAUC,22.73,0.373,1.037
5H6,FAUC,22.8,0.124,1.21
5H6,FAUC,22.83,0.249,0.835
5H6,FAUC,22.85,0.622,0.645
5H6,FAUC,22.86,0.249,1.037
5H6,FAUC,22.95,0.124,0.576
5H6,FAUC,22.98,0.249,0.346
5H6,FAUC,23.02,0.249,0.634
5H6,FAUC,23.04,0.124,0.288
5H6,FAUC,23.21,0.124,0.403
5H6,FAUC,23.35,0.124,0.403
5H6,FAUC,23.36,0.124,0.518
5H6,FAUC,23.36,0.124,0.518
5H6,FAUC,23.38,0.124,0.288
5H6,FAUC,23.39,0.124,0.288
5H6,SHWR,6.55,5.968,1.951
5H6,SHWR,7.09,5.843,1.935
5H6,SHWR,18.34,1.492,2
5H6,SHWR,20.33,3.233,2
5H6,SHWR,20.43,3.979,1.911
5H7,FAUC,0.43,0.833,1.048
5H7,FAUC,0.45,1.5,1.21
5H7,FAUC,0.48,0.333,1.584
5H7,FAUC,1.28,0.167,0.403
5H7,FAUC,1.29,0.167,0.403
5H7,FAUC,1.58,0.167,0.288
5H7,FAUC,3.55,0.167,0.288
5H7,FAUC,3.6,0.167,0.346
5H7,FAUC,4.48,1.333,1.375
5H7,FAUC,6.53,0.167,0.691
5H7,FAUC,6.53,0.167,0.346
5H7,FAUC,7.06,0.333,1.843
5H7,FAUC,7.12,1.167,0.905
5H7,FAUC,7.24,0.667,0.893
5H7,FAUC,7.37,1,1.661
5H7,FAUC,7.46,0.333,0.806
5H7,FAUC,7.48,0.333,0.547
5H7,FAUC,7.55,0.333,1.094
5H7,FAUC,7.6,0.167,0.634
5H7,FAUC,7.62,0.333,0.461
5H7,FAUC,7.77,0.5,0.749
5H7,FAUC,7.84,0.167,0.518
5H7,FAUC,7.88,0.333,0.49
5H7,FAUC,7.89,0.167,0.403
5H7,FAUC,7.93,1,1.718
5H7,FAUC,8.04,0.167,0.346
5H7,FAUC,8.05,0.333,2.534
5H7,FAUC,8.32,0.167,0.346
5H7,FAUC,8.49,0.167,0.346
5H7,FAUC,8.51,0.333,0.662
5H7,FAUC,8.52,0.167,0.576
5H7,FAUC,10.6,0.167,0.346
5H7,FAUC,10.64,0.167,0.346
5H7,FAUC,10.94,0.833,1.002
5H7,FAUC,10.98,1.5,1.088
5H7,FAUC,11.02,1,1.162
5H7,FAUC,11.13,0.333,0.778
5H7,FAUC,11.16,0.167,0.288
5H7,FAUC,11.17,0.167,0.979
5H7,FAUC,11.23,0.167,0.461
5H7,FAUC,11.62,1.833,1.293
5H7,FAUC,11.77,1.167,1.917
5H7,FAUC,11.82,0.5,0.595
5H7,FAUC,11.85,0.167,0.346
5H7,FAUC,11.86,0.167,0.518
5H7,FAUC,11.87,0.5,0.461
5H7,FAUC,11.89,0.167,0.346
5H7,FAUC,11.95,1,1.286
5H7,FAUC,11.98,1.667,1.44
5H7,FAUC,12.03,0.167,1.21
5H7,FAUC,12.17,0.167,0.346
5H7,FAUC,12.17,0.333,0.374
5H7,FAUC,12.21,0.167,0.403
5H7,FAUC,12.26,0.167,0.634
5H7,FAUC,12.27,0.167,0.403
5H7,FAUC,12.28,0.333,0.49
5H7,FAUC,12.32,0.167,0.518
5H7,FAUC,12.33,0.167,0.346
5H7,FAUC,12.34,0.167,0.461
5H7,FAUC,12.37,0.167,0.403
5H7,FAUC,12.46,0.167,0.403
5H7,FAUC,12.48,0.167,0.403
5H7,FAUC,12.52,0.5,1.133
5H7,FAUC,12.57,0.167,0.576
5H7,FAUC,12.58,0.167,0.403
5H7,FAUC,12.59,0.333,0.547
5H7,FAUC,12.61,0.167,0.461
5H7,FAUC,12.62,0.167,0.346
5H7,FAUC,12.63,0.167,0.346
5H7,FAUC,12.63,0.167,0.403
5H7,FAUC,12.66,0.167,0.346
5H7,FAUC,12.71,0.167,0.346
5H7,FAUC,12.82,0.333,1.354
5H7,FAUC,13.63,0.167,0.346
5H7,FAUC,13.7,0.5,0.845
5H7,FAUC,13.74,0.167,0.864
5H7,FAUC,13.77,0.167,0.346
5H7,FAUC,13.79,0.5,0.672
5H7,FAUC,14.12,0.333,1.008
5H7,FAUC,14.15,0.167,0.403
5H7,FAUC,14.16,0.167,0.634
5H7,FAUC,14.21,0.833,0.173
5H7,FAUC,14.33,0.833,1.152
5H7,FAUC,14.35,0.833,0.288
5H7,FAUC,14.56,0.167,0.346
5H7,FAUC,14.61,0.167,0.403
5H7,FAUC,14.62,0.333,0.461
5H7,FAUC,14.64,0.333,0.576
5H7,FAUC,14.71,0.167,0.749
5H7,FAUC,14.74,0.167,0.749
5H7,FAUC,14.8,0.167,0.346
5H7,FAUC,14.81,0.167,0.403
5H7,FAUC,14.89,0.167,0.518
5H7,FAUC,14.93,0.167,0.346
5H7,FAUC,14.93,0.667,1.238
5H7,FAUC,14.95,0.167,0.634
5H7,FAUC,14.96,0.167,0.461
5H7,FAUC,14.98,5.5,1.056
5H7,FAUC,15.15,0.167,0.691
5H7,FAUC,15.16,0.167,0.403
5H7,FAUC,15.17,0.5,0.768
5H7,FAUC,15.21,0.167,0.346
5H7,FAUC,15.22,1.167,1.127
5H7,FAUC,15.25,0.833,1.152
5H7,FAUC,15.27,0.167,0.749
5H7,FAUC,15.38,0.667,1.166
5H7,FAUC,15.62,0.167,0.518
5H7,FAUC,15.73,0.833,0.611
5H7,FAUC,17.12,0.333,0.749
5H7,FAUC,17.58,0.667,1.31
5H7,FAUC,22.39,0.667,1.08
5H7,FAUC,22.41,0.667,0.821
5H7,FAUC,22.45,0.167,0.346
5H7,FAUC,22.5,0.833,1.244
5H7,FAUC,22.52,0.167,0.461
5H7,FAUC,22.53,0.333,0.893
5H7,FAUC,22.57,0.5,1.709
5H7,FAUC,22.61,0.167,1.152
5H7,FAUC,22.62,0.167,0.979
5H7,FAUC,22.9,1,1.286
5H7,SHWR,7.15,8.5,1.982
5H7,SHWR,17.36,11.333,2
5H7,SHWR,22.72,8.833,2
5H8,CWSH,8.52,2.333,0.78
5H8,CWSH,8.57,1,0.928
5H8,CWSH,8.83,3.833,0.811
5H8,CWSH,9.03,2.667,0.94
5H8,CWSH,9.08,1,0.683
5H8,CWSH,9.24,1.167,0.961
5H8,CWSH,9.27,0.5,0.735
5H8,CWSH,9.29,2.667,0.792
5H8,CWSH,10.79,4.167,1.111
5H8,CWSH,11.15,3.167,1.246
5H8,CWSH,11.21,0.5,0.743
5H8,CWSH,11.41,3.333,1.112
5H8,DWSH,13.68,1.167,1.041
5H8,DWSH,13.87,1.667,0.967
5H8,DWSH,14.64,0.667,0.903
5H8,DWSH,14.67,1.5,1.048
5H8,FAUC,0.02,0.155,0.518
5H8,FAUC,0.44,0.155,0.403
5H8,FAUC,0.47,0.155,0.403
5H8,FAUC,0.49,0.155,0.518
5H8,FAUC,0.52,0.465,0.672
5H8,FAUC,0.58,0.31,0.72
5H8,FAUC,0.59,0.31,0.634
5H8,FAUC,0.6,0.155,0.518
5H8,FAUC,0.61,0.465,0.826
5H8,FAUC,0.62,0.31,0.634
5H8,FAUC,0.64,0.155,0.691
5H8,FAUC,0.67,0.31,0.547
5H8,FAUC,0.7,0.31,0.662
5H8,FAUC,0.81,0.155,0.691
5H8,FAUC,0.88,0.155,0.403
5H8,FAUC,1.09,0.155,0.518
5H8,FAUC,1.14,0.155,0.922
5H8,FAUC,1.21,0.155,0.576
5H8,FAUC,1.25,0.155,0.691
5H8,FAUC,1.32,0.155,0.691
5H8,FAUC,1.38,0.155,0.691
5H8,FAUC,2.83,0.155,0.518
5H8,FAUC,2.95,0.465,2.189
5H8,FAUC,8.07,0.155,1.037
5H8,FAUC,8.11,0.155,1.152
5H8,FAUC,8.24,0.155,1.786
5H8,FAUC,8.35,0.155,0.749
5H8,FAUC,8.37,0.155,1.094
5H8,FAUC,8.39,0.155,0.518
5H8,FAUC,8.42,0.155,1.094
5H8,FAUC,8.44,0.31,0.72
5H8,FAUC,8.46,0.155,0.691
5H8,FAUC,8.46,0.31,0.461
5H8,FAUC,8.47,0.155,0.518
5H8,FAUC,8.52,0.155,1.613
5H8,FAUC,8.92,0.155,0.749
5H8,FAUC,9.54,0.155,0.518
5H8,FAUC,9.67,0.155,0.518
5H8,FAUC,9.84,0.155,0.518
5H8,FAUC,9.93,0.155,1.094
5H8,FAUC,9.94,0.155,0.518
5H8,FAUC,9.97,0.465,0.422
5H8,FAUC,10,0.155,0.518
5H8,FAUC,10.02,0.31,0.662
5H8,FAUC,10.06,0.155,0.518
5H8,FAUC,10.09,0.155,0.691
5H8,FAUC,10.16,0.774,0.611
5H8,FAUC,10.29,0.465,0.48
5H8,FAUC,10.37,0.155,0.576
5H8,FAUC,10.39,0.155,0.403
5H8,FAUC,10.46,0.155,0.461
5H8,FAUC,10.49,0.155,0.403
5H8,FAUC,10.51,0.31,0.547
5H8,FAUC,10.52,0.155,0.518
5H8,FAUC,10.53,0.155,0.518
5H8,FAUC,10.55,0.155,0.518
5H8,FAUC,10.59,0.155,0.691
5H8,FAUC,10.61,0.155,0.749
5H8,FAUC,10.66,0.155,1.267
5H8,FAUC,10.66,0.155,0.691
5H8,FAUC,10.67,0.155,0.691
5H8,FAUC,10.71,0.155,0.691
5H8,FAUC,10.78,0.31,0.403
5H8,FAUC,10.89,0.155,0.403
5H8,FAUC,10.93,0.155,0.403
5H8,FAUC,10.94,0.31,0.72
5H8,FAUC,10.97,0.465,0.538
5H8,FAUC,11.01,0.31,0.461
5H8,FAUC,11.06,0.155,0.518
5H8,FAUC,11.12,0.155,0.922
5H8,FAUC,11.9,0.155,0.518
5H8,FAUC,11.95,0.155,0.518
5H8,FAUC,12.12,0.155,0.518
5H8,FAUC,12.62,0.31,3.024
5H8,FAUC,12.69,0.31,0.461
5H8,FAUC,12.7,0.155,0.922
5H8,FAUC,12.71,0.155,0.518
5H8,FAUC,12.72,0.31,0.461
5H8,FAUC,12.76,0.155,0.461
5H8,FAUC,12.77,0.774,0.749
5H8,FAUC,12.85,0.155,0.403
5H8,FAUC,12.9,0.155,0.922
5H8,FAUC,12.98,0.155,0.691
5H8,FAUC,13.07,0.155,0.518
5H8,FAUC,13.09,0.31,1.267
5H8,FAUC,13.1,0.155,0.922
5H8,FAUC,13.12,0.155,1.094
5H8,FAUC,13.32,1.394,1.126
5H8,FAUC,13.35,0.465,0.941
5H8,FAUC,13.63,0.31,0.806
5H8,FAUC,13.7,0.465,1.632
5H8,FAUC,13.7,1.394,0.947
5H8,FAUC,13.71,0.774,0.484
5H8,FAUC,14.3,0.31,0.749
5H8,FAUC,15.02,0.155,0.922
5H8,FAUC,15.52,0.774,0.818
5H8,FAUC,17.02,0.465,2.035
5H8,FAUC,17.42,1.239,1.066
5H8,FAUC,17.48,0.155,0.403
5H8,FAUC,17.51,0.465,1.152
5H8,FAUC,17.91,0.465,1.21
5H8,FAUC,17.97,0.155,1.094
5H8,FAUC,18.01,0.155,1.44
5H8,FAUC,18.1,0.31,0.374
5H8,FAUC,18.12,0.31,0.461
5H8,FAUC,18.34,0.155,0.403
5H8,FAUC,18.41,0.465,0.787
5H8,FAUC,18.44,0.31,1.44
5H8,FAUC,18.49,0.155,0.403
5H8,FAUC,18.54,1.704,1.424
5H8,FAUC,18.64,0.31,1.325
5H8,FAUC,18.66,0.465,1.075
5H8,FAUC,18.88,1.239,1.26
5H8,FAUC,18.94,0.155,0.403
5H8,FAUC,18.95,0.31,0.461
5H8,FAUC,18.99,0.465,0.902
5H8,FAUC,19.03,0.155,0.518
5H8,FAUC,19.65,0.31,0.461
5H8,FAUC,19.66,0.155,1.094
5H8,FAUC,20.1,2.323,1.943
5H8,FAUC,20.54,2.478,1.465
5H8,FAUC,20.68,0.31,1.181
5H8,FAUC,20.77,0.31,0.979
5H8,FAUC,20.79,0.31,0.72
5H8,FAUC,20.8,0.31,0.806
5H8,FAUC,20.82,0.31,0.634
5H8,FAUC,20.82,0.465,0.595
5H8,FAUC,20.84,0.465,0.96
5H8,FAUC,20.85,0.465,0.826
5H8,FAUC,20.9,0.31,0.634
5H8,FAUC,20.92,2.943,1.846
5H8,FAUC,20.96,0.62,0.49
5H8,FAUC,21.37,0.62,1.728
5H8,FAUC,22.04,0.155,0.576
5H8,FAUC,22.31,0.155,0.518
5H8,FAUC,22.34,0.465,0.557
5H8,FAUC,22.39,0.155,0.518
5H8,FAUC,22.53,0.155,0.518
5H8,FAUC,22.54,0.155,0.518
5H8,FAUC,22.55,0.31,0.461
5H8,FAUC,22.56,0.155,0.518
5H8,FAUC,22.81,0.155,0.518
5H8,FAUC,22.85,0.31,0.662
5H8,FAUC,22.87,0.31,0.634
5H8,FAUC,22.88,0.465,0.422
5H8,FAUC,22.92,0.465,0.73
5H8,FAUC,22.99,0.155,0.518
5H8,FAUC,23.41,0.465,1.133
5H8,FAUC,23.62,0.155,0.403
5H8,FAUC,23.87,0.31,0.806
5H8,SHWR,8.08,8.519,1.907
5H8,SHWR,8.13,5.576,2
5H8,SHWR,20.02,7.745,1.81
5H8,SHWR,20.21,21.84,1.759
5H8,SHWR,20.21,5.731,2
6D1,DWSH,19.54,1.667,3
6D1,FAUC,3.88,0.995,2.772
6D1,FAUC,4.63,0.373,1.363
6D1,FAUC,4.7,0.995,2.801
6D1,FAUC,4.75,0.124,0.518
6D1,FAUC,4.75,0.124,0.23
6D1,FAUC,4.76,0.124,0.461
6D1,FAUC,4.76,0.124,0.749
6D1,FAUC,5.21,0.249,0.518
6D1,FAUC,5.63,0.249,0.605
6D1,FAUC,5.67,0.124,0.749
6D1,FAUC,5.68,0.249,0.662
6D1,FAUC,5.87,0.124,0.23
6D1,FAUC,6.15,0.497,0.49
6D1,FAUC,6.26,0.497,0.72
6D1,FAUC,6.26,0.124,0.979
6D1,FAUC,6.27,0.124,0.23
6D1,FAUC,6.27,0.373,0.883
6D1,FAUC,6.28,0.124,0.173
6D1,FAUC,6.28,0.124,1.21
6D1,FAUC,6.28,0.124,0.173
6D1,FAUC,6.43,0.746,2.87
6D1,FAUC,6.46,0.622,0.058
6D1,FAUC,6.48,0.373,0.749
6D1,FAUC,6.49,0.622,0.069
6D1,FAUC,6.5,1.616,2.229
6D1,FAUC,6.52,0.373,1.114
6D1,FAUC,6.54,0.249,0.72
6D1,FAUC,6.56,0.249,0.173
6D1,FAUC,6.57,1.119,0.07
6D1,FAUC,6.65,0.249,0.893
6D1,FAUC,6.66,0.124,0.23
6D1,FAUC,6.66,0.124,0.576
6D1,FAUC,6.66,0.124,0.173
6D1,FAUC,6.66,0.249,0.806
6D1,FAUC,6.68,0.124,0.23
6D1,FAUC,6.69,0.497,0.072
6D1,FAUC,6.71,0.622,0.991
6D1,FAUC,6.73,0.249,0.23
6D1,FAUC,6.75,0.249,0.115
6D1,FAUC,6.77,0.249,0.115
6D1,FAUC,6.78,0.497,0.086
6D1,FAUC,6.79,0.373,0.134
6D1,FAUC,6.84,0.124,0.979
6D1,FAUC,6.85,0.497,0.086
6D1,FAUC,6.86,0.124,0.691
6D1,FAUC,6.87,0.622,0.069
6D1,FAUC,6.88,0.124,0.346
6D1,FAUC,6.89,0.746,0.067
6D1,FAUC,6.91,0.124,0.23
6D1,FAUC,6.93,0.124,0.288
6D1,FAUC,6.94,0.124,0.288
6D1,FAUC,6.94,0.124,0.173
6D1,FAUC,7.03,1.616,0.035
6D1,FAUC,7.08,1.989,0.029
6D1,FAUC,7.12,0.373,0.96
6D1,FAUC,7.13,0.124,0.806
6D1,FAUC,7.14,1.616,0.035
6D1,FAUC,7.17,0.87,1.819
6D1,FAUC,7.3,3.357,0.036
6D1,FAUC,7.41,0.497,0.086
6D1,FAUC,7.48,0.622,0.104
6D1,FAUC,7.51,0.249,0.115
6D1,FAUC,7.52,1.865,0.66
6D1,FAUC,7.56,0.249,0.115
6D1,FAUC,7.57,0.249,2.131
6D1,FAUC,7.58,0.124,0.864
6D1,FAUC,7.59,0.249,2.189
6D1,FAUC,7.6,0.746,0.048
6D1,FAUC,7.68,0.497,0.058
6D1,FAUC,7.69,0.124,1.382
6D1,FAUC,7.71,0.124,1.325
6D1,FAUC,7.71,0.373,0.173
6D1,FAUC,7.73,0.124,0.173
6D1,FAUC,7.73,0.497,1.109
6D1,FAUC,7.74,0.124,0.23
6D1,FAUC,7.76,1.119,1.683
6D1,FAUC,7.78,0.124,1.21
6D1,FAUC,7.82,0.249,0.691
6D1,FAUC,7.83,0.249,0.259
6D1,FAUC,7.86,0.249,0.259
6D1,FAUC,7.87,1.119,0.051
6D1,FAUC,8.01,0.373,0.326
6D1,FAUC,8.02,1.243,0.04
6D1,FAUC,8.06,0.249,0.576
6D1,FAUC,8.08,1.119,0.077
6D1,FAUC,8.11,0.124,1.786
6D1,FAUC,8.13,0.373,0.154
6D1,FAUC,8.22,0.497,0.101
6D1,FAUC,8.24,0.124,0.346
6D1,FAUC,8.32,1.368,0.052
6D1,FAUC,8.35,0.124,0.518
6D1,FAUC,8.35,0.124,0.23
6D1,FAUC,8.36,0.124,0.518
6D1,FAUC,8.36,5.843,1.017
6D1,FAUC,8.49,0.124,2.074
