Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm),Volume (gal),,,Weekday,Weekend,Holiday,All
2.00E+09,FAUC,11.93,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,12.24,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,12.26,0.465,0.403,0.187395,,,,,,
2.00E+09,FAUC,12.29,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,12.36,0.929,1.066,0.990314,,,,,,
2.00E+09,FAUC,12.39,2.014,1.037,2.088518,,,,,,
2.00E+09,FAUC,12.4,0.155,2.707,0.419585,,,,,,
2.00E+09,FAUC,12.47,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,12.47,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,12.61,0.774,1.532,1.185768,,,,,,
2.00E+09,FAUC,12.63,0.929,0.509,0.472861,,,,,,
2.00E+09,FAUC,12.98,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,13.06,0.62,0.763,0.47306,,,,,,
2.00E+09,FAUC,13.28,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,13.38,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,13.43,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,13.52,0.774,0.426,0.329724,,,,,,
2.00E+09,FAUC,13.53,0.62,0.533,0.33046,,,,,,
2.00E+09,FAUC,13.6,0.155,0.461,0.071455,,,,,,
2.00E+09,FAUC,13.79,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,13.89,0.31,0.403,0.12493,,,,,,
2.00E+09,FAUC,13.96,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,13.99,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,14.08,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,14.09,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,14.17,0.155,0.461,0.071455,,,,,,
2.00E+09,FAUC,14.18,0.31,1.44,0.4464,,,,,,
2.00E+09,FAUC,14.27,0.465,1.018,0.47337,,,,,,
2.00E+09,FAUC,14.31,0.31,1.44,0.4464,,,,,,
2.00E+09,FAUC,14.44,0.155,0.403,0.062465,,,,,,
2.00E+09,FAUC,14.52,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,14.73,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,14.77,0.465,0.883,0.410595,,,,,,
2.00E+09,FAUC,15.01,2.014,0.882,1.776348,,,,,,
2.00E+09,FAUC,15.05,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,15.06,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,15.22,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,15.26,1.239,0.36,0.44604,,,,,,
2.00E+09,FAUC,15.31,0.62,0.432,0.26784,,,,,,
2.00E+09,FAUC,15.64,0.774,1.187,0.918738,,,,,,
2.00E+09,FAUC,15.68,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,15.68,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,15.8,1.394,1.805,2.51617,,,,,,
2.00E+09,FAUC,16.03,0.155,0.461,0.071455,,,,,,
2.00E+09,FAUC,16.06,0.155,0.461,0.071455,,,,,,
2.00E+09,FAUC,16.6,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,16.74,0.31,0.95,0.2945,,,,,,
2.00E+09,FAUC,16.78,0.465,0.576,0.26784,,,,,,
2.00E+09,FAUC,16.8,0.31,0.576,0.17856,,,,,,
2.00E+09,FAUC,16.82,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,16.85,0.31,0.806,0.24986,,,,,,
2.00E+09,FAUC,17.09,0.155,0.749,0.116095,,,,,,
2.00E+09,FAUC,17.14,0.155,0.979,0.151745,,,,,,
2.00E+09,FAUC,17.16,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,17.24,0.62,0.475,0.2945,,,,,,
2.00E+09,FAUC,17.26,0.31,1.066,0.33046,,,,,,
2.00E+09,FAUC,17.44,0.62,0.475,0.2945,,,,,,
2.00E+09,FAUC,18.33,1.549,0.829,1.284121,,,,,,
2.00E+09,FAUC,18.53,0.774,0.576,0.445824,,,,,,
2.00E+09,FAUC,18.61,0.31,1.066,0.33046,,,,,,
2.00E+09,FAUC,19.02,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,19.32,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,19.44,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,19.56,0.155,0.461,0.071455,,,,,,
2.00E+09,FAUC,19.65,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,20.38,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,20.93,0.155,0.576,0.08928,,,,,,
2.00E+09,FAUC,20.98,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,21,0.155,0.461,0.071455,,,,,,
2.00E+09,FAUC,21.73,0.31,0.49,0.1519,,,,,,
2.00E+09,FAUC,21.82,0.62,0.619,0.38378,,,,,,
2.00E+09,FAUC,22.26,0.929,0.71,0.65959,,,,,,
2.00E+09,FAUC,22.92,0.465,1.344,0.62496,,,,,,
2.00E+09,FAUC,23.52,0.31,0.662,0.20522,,,,,,
2.00E+09,FAUC,23.58,5.266,1.228,6.466648,,,,,,
2.00E+09,FAUC,23.63,2.323,1.736,4.032728,,,,,,
2.00E+09,FAUC,23.81,0.155,0.806,0.12493,,,,,,
2.00E+09,FAUC,23.83,0.155,0.461,0.071455,,,,,,
2.00E+09,SHWR,16.29,8.984,1.561,14.024024,,,,,,
2.00E+09,SHWR,17.61,7.59,2,15.18,,,,,,
2H0,FAUC,3.1,0.131,0.403,0.052793,,,,,,
2H0,FAUC,5.82,0.131,0.403,0.052793,,,,,,
2H0,FAUC,7.28,0.131,0.288,0.037728,,,,,,
2H0,FAUC,9.65,0.131,0.346,0.045326,,,,,,
2H0,FAUC,22.07,0.131,0.288,0.037728,,,,,,
2H1,BATH,16.87,2.62,4.023,10.54026,,,,,,
2H1,CWSH,6.78,4,1.384,5.536,,,,,,
2H1,CWSH,7,0.5,0.641,0.3205,,,,,,
2H1,CWSH,7.01,0.333,1.046,0.348318,,,,,,
2H1,CWSH,7.06,4.167,1.392,5.800464,,,,,,
2H1,CWSH,7.23,0.333,0.869,0.289377,,,,,,
2H1,CWSH,7.24,0.333,1.055,0.351315,,,,,,
2H1,CWSH,7.44,1.667,2.323,3.872441,,,,,,
2H1,CWSH,7.67,0.5,0.72,0.36,,,,,,
2H1,CWSH,7.68,0.333,1.181,0.393273,,,,,,
2H1,CWSH,7.73,2.667,1.384,3.691128,,,,,,
2H1,CWSH,7.87,0.5,0.701,0.3505,,,,,,
2H1,CWSH,7.89,0.5,0.818,0.409,,,,,,
2H1,CWSH,8.08,2.667,1.176,3.136392,,,,,,
2H1,CWSH,8.48,0.5,0.879,0.4395,,,,,,
2H1,DWSH,19.29,2.167,1.167,2.528889,,,,,,
2H1,DWSH,19.69,2.167,1.141,2.472547,,,,,,
2H1,FAUC,2.78,0.131,0.346,0.045326,,,,,,
2H1,FAUC,4.87,0.131,0.346,0.045326,,,,,,
2H1,FAUC,5.92,0.131,0.576,0.075456,,,,,,
2H1,FAUC,5.97,0.131,0.346,0.045326,,,,,,
2H1,FAUC,5.99,0.131,0.346,0.045326,,,,,,
2H1,FAUC,6.01,0.131,0.461,0.060391,,,,,,
2H1,FAUC,6.04,0.262,1.037,0.271694,,,,,,
2H1,FAUC,6.09,0.131,0.634,0.083054,,,,,,
2H1,FAUC,6.11,0.917,1.053,0.965601,,,,,,
2H1,FAUC,6.14,0.131,0.461,0.060391,,,,,,
2H1,FAUC,6.18,0.524,1.31,0.68644,,,,,,
2H1,FAUC,6.19,0.262,1.037,0.271694,,,,,,
2H1,FAUC,6.21,0.131,0.864,0.113184,,,,,,
2H1,FAUC,6.25,0.131,0.634,0.083054,,,,,,
2H1,FAUC,6.27,0.131,0.346,0.045326,,,,,,
2H1,FAUC,6.28,0.131,0.576,0.075456,,,,,,
2H1,FAUC,6.3,0.131,0.461,0.060391,,,,,,
2H1,FAUC,6.34,0.131,0.346,0.045326,,,,,,
2H1,FAUC,6.35,0.655,1.025,0.671375,,,,,,
2H1,FAUC,6.75,0.262,0.461,0.120782,,,,,,
2H1,FAUC,6.88,0.131,0.576,0.075456,,,,,,
2H1,FAUC,6.97,0.131,0.461,0.060391,,,,,,
2H1,FAUC,7.14,0.917,1.712,1.569904,,,,,,
2H1,FAUC,7.16,0.524,1.382,0.724168,,,,,,
2H1,FAUC,7.19,0.393,0.864,0.339552,,,,,,
2H1,FAUC,7.22,0.131,0.576,0.075456,,,,,,
2H1,FAUC,7.27,0.262,0.605,0.15851,,,,,,
2H1,FAUC,7.32,0.262,0.374,0.097988,,,,,,
2H1,FAUC,7.36,0.131,0.749,0.098119,,,,,,
2H1,FAUC,7.45,0.131,1.21,0.15851,,,,,,
2H1,FAUC,7.52,0.131,0.864,0.113184,,,,,,
2H1,FAUC,7.59,0.131,0.461,0.060391,,,,,,
2H1,FAUC,7.95,1.965,1.428,2.80602,,,,,,
2H1,FAUC,8.04,0.131,0.691,0.090521,,,,,,
2H1,FAUC,8.05,0.262,0.922,0.241564,,,,,,
2H1,FAUC,8.07,0.131,0.346,0.045326,,,,,,
2H1,FAUC,8.13,0.655,0.726,0.47553,,,,,,
2H1,FAUC,8.15,0.131,0.346,0.045326,,,,,,
2H1,FAUC,8.18,0.262,0.432,0.113184,,,,,,
2H1,FAUC,8.21,0.262,0.72,0.18864,,,,,,
2H1,FAUC,8.23,1.179,0.666,0.785214,,,,,,
2H1,FAUC,8.27,1.965,0.564,1.10826,,,,,,
2H1,FAUC,8.32,0.131,0.346,0.045326,,,,,,
2H1,FAUC,8.33,0.131,0.634,0.083054,,,,,,
2H1,FAUC,8.39,0.131,0.346,0.045326,,,,,,
2H1,FAUC,8.44,0.131,0.461,0.060391,,,,,,
2H1,FAUC,8.46,0.524,0.533,0.279292,,,,,,
2H1,FAUC,8.59,0.131,0.576,0.075456,,,,,,
2H1,FAUC,8.76,0.131,1.44,0.18864,,,,,,
2H1,FAUC,8.8,0.393,1.306,0.513258,,,,,,
2H1,FAUC,10.15,1.048,1.253,1.313144,,,,,,
2H1,FAUC,10.19,0.393,0.998,0.392214,,,,,,
2H1,FAUC,10.22,0.131,1.21,0.15851,,,,,,
2H1,FAUC,10.24,0.131,1.21,0.15851,,,,,,
2H1,FAUC,11.05,0.655,1.567,1.026385,,,,,,
2H1,FAUC,11.22,0.524,1.454,0.761896,,,,,,
2H1,FAUC,13.07,0.131,0.576,0.075456,,,,,,
2H1,FAUC,13.51,0.131,0.634,0.083054,,,,,,
2H1,FAUC,13.62,0.262,0.518,0.135716,,,,,,
2H1,FAUC,13.65,0.131,1.21,0.15851,,,,,,
2H1,FAUC,13.9,1.703,1.17,1.99251,,,,,,
2H1,FAUC,14.04,0.262,0.317,0.083054,,,,,,
2H1,FAUC,14.06,0.131,0.461,0.060391,,,,,,
2H1,FAUC,14.07,0.131,0.922,0.120782,,,,,,
2H1,FAUC,14.09,0.131,0.922,0.120782,,,,,,
2H1,FAUC,14.09,0.131,1.21,0.15851,,,,,,
2H1,FAUC,14.12,0.655,0.864,0.56592,,,,,,
2H1,FAUC,14.73,0.262,0.576,0.150912,,,,,,
2H1,FAUC,14.96,1.572,1.43,2.24796,,,,,,
2H1,FAUC,15.04,1.31,3.145,4.11995,,,,,,
2H1,FAUC,15.26,1.441,1.073,1.546193,,,,,,
2H1,FAUC,16.37,0.131,1.325,0.173575,,,,,,
2H1,FAUC,16.38,0.131,0.346,0.045326,,,,,,
2H1,FAUC,16.45,0.131,0.864,0.113184,,,,,,
2H1,FAUC,16.7,0.393,1.133,0.445269,,,,,,
2H1,FAUC,16.71,0.917,1.127,1.033459,,,,,,
2H1,FAUC,17.03,0.262,1.267,0.331954,,,,,,
2H1,FAUC,17.13,0.262,0.72,0.18864,,,,,,
2H1,FAUC,18.34,0.131,0.346,0.045326,,,,,,
2H1,FAUC,18.37,0.262,0.806,0.211172,,,,,,
2H1,FAUC,18.38,0.262,0.749,0.196238,,,,,,
2H1,FAUC,18.43,0.262,0.432,0.113184,,,,,,
2H1,FAUC,18.44,0.917,0.485,0.444745,,,,,,
2H1,FAUC,18.47,0.393,0.442,0.173706,,,,,,
2H1,FAUC,18.61,0.393,1.037,0.407541,,,,,,
2H1,FAUC,18.62,0.131,0.461,0.060391,,,,,,
2H1,FAUC,18.69,0.131,0.461,0.060391,,,,,,
2H1,FAUC,19.11,2.358,1.91,4.50378,,,,,,
2H1,FAUC,19.17,0.131,0.403,0.052793,,,,,,
2H1,FAUC,19.21,1.048,0.785,0.82268,,,,,,
2H1,FAUC,19.24,0.786,1.594,1.252884,,,,,,
2H1,FAUC,19.38,0.393,0.883,0.347019,,,,,,
2H1,FAUC,19.43,0.262,0.547,0.143314,,,,,,
2H1,FAUC,19.48,0.131,1.613,0.211303,,,,,,
2H1,FAUC,19.5,0.131,0.346,0.045326,,,,,,
2H1,FAUC,19.5,0.131,0.634,0.083054,,,,,,
2H1,FAUC,19.51,0.131,0.346,0.045326,,,,,,
2H1,FAUC,19.51,0.262,0.806,0.211172,,,,,,
2H1,FAUC,19.53,0.131,0.576,0.075456,,,,,,
2H1,FAUC,19.58,0.131,0.518,0.067858,,,,,,
2H1,FAUC,19.58,0.786,0.682,0.536052,,,,,,
2H1,FAUC,19.61,0.131,0.461,0.060391,,,,,,
2H1,FAUC,19.61,0.262,0.893,0.233966,,,,,,
2H1,FAUC,19.9,0.131,0.346,0.045326,,,,,,
2H1,FAUC,20.29,0.131,0.461,0.060391,,,,,,
2H1,FAUC,20.92,0.262,1.354,0.354748,,,,,,
2H1,FAUC,20.94,0.262,0.461,0.120782,,,,,,
2H1,FAUC,20.98,0.131,0.518,0.067858,,,,,,
2H1,FAUC,20.99,0.524,1.123,0.588452,,,,,,
2H1,FAUC,21.02,0.917,1.522,1.395674,,,,,,
2H1,FAUC,21.12,0.131,0.346,0.045326,,,,,,
2H1,FAUC,21.2,0.131,0.864,0.113184,,,,,,
2H1,FAUC,21.21,0.262,1.066,0.279292,,,,,,
2H1,FAUC,21.24,0.131,0.461,0.060391,,,,,,
2H1,FAUC,21.47,0.131,0.576,0.075456,,,,,,
2H1,FAUC,21.54,0.786,0.432,0.339552,,,,,,
2H1,FAUC,21.59,0.393,0.71,0.27903,,,,,,
2H1,FAUC,23.81,0.131,0.461,0.060391,,,,,,
2H1,SHWR,5.57,14.673,2,29.346,,,,,,
2H1,SHWR,16.87,4.585,2,9.17,,,,,,
2H1,SHWR,21.29,3.93,2,7.86,,,,,,
2H2,CWSH,8.31,5,0.857,4.285,,,,,,
2H2,CWSH,8.79,0.5,0.441,0.2205,,,,,,
2H2,CWSH,8.81,4.833,0.811,3.919563,,,,,,
2H2,CWSH,8.96,0.333,0.655,0.218115,,,,,,
2H2,CWSH,9.08,4.833,0.829,4.006557,,,,,,
2H2,FAUC,8.47,0.131,0.691,0.090521,,,,,,
2H2,FAUC,9.17,0.786,1.574,1.237164,,,,,,
2H2,FAUC,9.2,0.131,0.518,0.067858,,,,,,
2H2,FAUC,9.22,0.786,0.778,0.611508,,,,,,
2H2,FAUC,9.23,0.262,1.21,0.31702,,,,,,
2H2,FAUC,9.45,0.131,0.979,0.128249,,,,,,
2H2,FAUC,9.46,0.131,0.691,0.090521,,,,,,
2H2,FAUC,10.08,0.262,0.95,0.2489,,,,,,
2H2,FAUC,10.16,0.393,1.286,0.505398,,,,,,
2H2,FAUC,10.32,0.262,0.72,0.18864,,,,,,
2H2,FAUC,10.34,0.131,0.518,0.067858,,,,,,
2H2,FAUC,10.46,0.262,1.526,0.399812,,,,,,
2H2,FAUC,10.5,0.393,1.344,0.528192,,,,,,
2H2,FAUC,10.51,0.131,0.461,0.060391,,,,,,
2H2,FAUC,11.07,0.393,1.651,0.648843,,,,,,
2H2,FAUC,16.03,0.131,0.576,0.075456,,,,,,
2H2,FAUC,16.92,0.393,1.402,0.550986,,,,,,
2H2,FAUC,17.39,0.393,1.267,0.497931,,,,,,
2H2,FAUC,17.85,0.131,0.691,0.090521,,,,,,
2H2,FAUC,17.89,0.131,0.576,0.075456,,,,,,
2H2,FAUC,18.04,0.524,1.224,0.641376,,,,,,
2H2,FAUC,18.74,0.131,0.461,0.060391,,,,,,
2H2,FAUC,19.44,0.131,1.267,0.165977,,,,,,
2H2,FAUC,19.46,0.131,0.979,0.128249,,,,,,
2H2,FAUC,20.26,0.393,1.037,0.407541,,,,,,
2H2,FAUC,20.29,0.393,1.613,0.633909,,,,,,
2H2,FAUC,20.4,0.393,1.018,0.400074,,,,,,
2H2,FAUC,20.46,0.917,1.605,1.471785,,,,,,
2H3,CWSH,23.05,0.833,3.198,2.663934,,,,,,
2H3,CWSH,23.35,1,2.144,2.144,,,,,,
2H3,CWSH,23.4,1.167,2.079,2.426193,,,,,,
2H3,CWSH,23.51,0.833,2.436,2.029188,,,,,,
2H3,CWSH,23.59,0.667,2.239,1.493413,,,,,,
2H3,CWSH,23.69,0.667,2.841,1.894947,,,,,,
2H3,FAUC,8.07,0.131,0.346,0.045326,,,,,,
2H3,FAUC,8.11,0.393,0.576,0.226368,,,,,,
2H3,FAUC,8.22,0.131,0.806,0.105586,,,,,,
2H3,FAUC,8.35,0.393,1.152,0.452736,,,,,,
2H3,FAUC,8.92,0.393,0.883,0.347019,,,,,,
2H3,FAUC,9.2,0.393,0.998,0.392214,,,,,,
2H3,FAUC,9.31,0.131,1.267,0.165977,,,,,,
2H3,FAUC,9.33,0.131,0.979,0.128249,,,,,,
2H3,FAUC,9.49,0.262,0.95,0.2489,,,,,,
2H3,FAUC,9.67,0.131,0.518,0.067858,,,,,,
2H3,FAUC,10.83,0.262,0.72,0.18864,,,,,,
2H3,FAUC,11.23,0.524,1.555,0.81482,,,,,,
2H3,FAUC,12.12,0.262,0.49,0.12838,,,,,,
2H3,FAUC,13.93,0.393,0.749,0.294357,,,,,,
2H3,FAUC,15.34,0.393,1.248,0.490464,,,,,,
2H3,FAUC,16.52,0.131,0.461,0.060391,,,,,,
2H3,FAUC,17.02,0.524,1.368,0.716832,,,,,,
2H3,FAUC,17.05,0.131,0.461,0.060391,,,,,,
2H3,FAUC,17.23,0.131,0.518,0.067858,,,,,,
2H3,FAUC,17.46,0.131,1.267,0.165977,,,,,,
2H3,FAUC,17.58,0.131,0.749,0.098119,,,,,,
2H3,FAUC,18.28,0.262,0.634,0.166108,,,,,,
2H3,FAUC,22.22,0.131,0.518,0.067858,,,,,,
2H3,FAUC,22.98,0.262,0.605,0.15851,,,,,,
2H3,FAUC,22.99,0.262,0.461,0.120782,,,,,,
2H3,FAUC,23.09,0.131,0.749,0.098119,,,,,,
2H3,SHWR,7.78,7.992,2,15.984,,,,,,
2H4,CWSH,10.13,3,1.823,5.469,,,,,,
2H4,CWSH,10.32,1.5,1.334,2.001,,,,,,
2H4,CWSH,10.4,3.333,1.438,4.792854,,,,,,
2H4,CWSH,10.5,0.333,1.157,0.385281,,,,,,
2H4,FAUC,7.71,0.131,0.864,0.113184,,,,,,
2H4,FAUC,7.72,0.786,1.45,1.1397,,,,,,
2H4,FAUC,8.02,0.262,1.008,0.264096,,,,,,
2H4,FAUC,9.73,0.131,0.403,0.052793,,,,,,
2H4,FAUC,10.04,0.262,0.49,0.12838,,,,,,
2H4,FAUC,10.07,2.751,1.358,3.735858,,,,,,
2H4,FAUC,10.12,0.131,0.979,0.128249,,,,,,
2H4,FAUC,11.48,0.131,0.749,0.098119,,,,,,
2H4,FAUC,11.91,0.917,1.317,1.207689,,,,,,
2H4,FAUC,12.49,0.131,1.382,0.181042,,,,,,
2H4,FAUC,12.53,0.131,0.806,0.105586,,,,,,
2H4,FAUC,12.55,0.262,1.066,0.279292,,,,,,
2H4,FAUC,12.59,0.262,0.893,0.233966,,,,,,
2H4,FAUC,12.85,0.131,1.21,0.15851,,,,,,
2H4,FAUC,13.23,0.131,0.691,0.090521,,,,,,
2H4,FAUC,13.24,0.786,1.411,1.109046,,,,,,
2H4,FAUC,17.39,0.262,0.72,0.18864,,,,,,
2H4,FAUC,17.54,0.131,0.518,0.067858,,,,,,
2H4,FAUC,17.7,0.262,0.979,0.256498,,,,,,
2H4,FAUC,17.73,0.131,0.403,0.052793,,,,,,
2H4,FAUC,18.15,2.62,1.426,3.73612,,,,,,
2H4,FAUC,22.82,0.131,0.576,0.075456,,,,,,
2H4,FAUC,22.83,0.655,0.795,0.520725,,,,,,
2H4,FAUC,23.08,0.262,0.72,0.18864,,,,,,
2H4,SHWR,7.74,5.633,2,11.266,,,,,,
2H4,SHWR,8.81,3.013,2,6.026,,,,,,
2H5,CWSH,11.21,5.5,1.011,5.5605,,,,,,
2H5,CWSH,11.43,4.667,1.366,6.375122,,,,,,
2H5,CWSH,11.57,0.333,1.087,0.361971,,,,,,
2H5,CWSH,11.58,0.333,1.067,0.355311,,,,,,
2H5,CWSH,11.66,2.5,2.337,5.8425,,,,,,
2H5,CWSH,11.9,2,2.784,5.568,,,,,,
2H5,CWSH,12,0.833,1.487,1.238671,,,,,,
2H5,CWSH,12.84,4.5,1.371,6.1695,,,,,,
2H5,CWSH,13.08,1.833,2.796,5.125068,,,,,,
2H5,CWSH,13.18,0.333,1.995,0.664335,,,,,,
2H5,CWSH,13.19,0.333,2.07,0.68931,,,,,,
2H5,FAUC,8.66,0.746,0.816,0.608736,,,,,,
2H5,FAUC,8.94,0.497,0.806,0.400582,,,,,,
2H5,FAUC,8.96,0.124,0.634,0.078616,,,,,,
2H5,FAUC,10.29,0.124,0.518,0.064232,,,,,,
2H5,FAUC,10.51,0.124,0.346,0.042904,,,,,,
2H5,FAUC,10.68,0.124,0.518,0.064232,,,,,,
2H5,FAUC,10.75,0.124,0.461,0.057164,,,,,,
2H5,FAUC,11.07,0.124,0.691,0.085684,,,,,,
2H5,FAUC,11.26,0.249,0.317,0.078933,,,,,,
2H5,FAUC,11.32,1.368,1.456,1.991808,,,,,,
2H5,FAUC,11.36,0.249,0.72,0.17928,,,,,,
2H5,FAUC,11.43,0.995,0.432,0.42984,,,,,,
2H5,FAUC,11.47,0.373,0.211,0.078703,,,,,,
2H5,FAUC,11.51,0.124,0.634,0.078616,,,,,,
2H5,FAUC,11.51,0.124,0.461,0.057164,,,,,,
2H5,FAUC,11.52,0.373,1.459,0.544207,,,,,,
2H5,FAUC,12,0.124,0.346,0.042904,,,,,,
2H5,FAUC,12,1.368,0.88,1.20384,,,,,,
2H5,FAUC,12.11,0.124,0.806,0.099944,,,,,,
2H5,FAUC,12.12,0.124,0.461,0.057164,,,,,,
2H5,FAUC,12.14,0.373,0.883,0.329359,,,,,,
2H5,FAUC,12.2,0.249,1.037,0.258213,,,,,,
2H5,FAUC,12.22,0.373,0.653,0.243569,,,,,,
2H5,FAUC,12.27,0.124,0.403,0.049972,,,,,,
2H5,FAUC,12.71,0.373,0.749,0.279377,,,,,,
2H5,FAUC,12.76,3.481,0.3,1.0443,,,,,,
2H5,FAUC,13.05,0.124,0.461,0.057164,,,,,,
2H5,FAUC,13.06,0.124,0.346,0.042904,,,,,,
2H5,FAUC,13.29,0.622,0.588,0.365736,,,,,,
2H5,FAUC,14.26,0.124,0.461,0.057164,,,,,,
2H5,FAUC,14.29,0.124,0.518,0.064232,,,,,,
2H5,FAUC,14.48,0.124,0.518,0.064232,,,,,,
2H5,FAUC,15.06,0.124,1.094,0.135656,,,,,,
2H5,FAUC,20.59,0.373,0.96,0.35808,,,,,,
2H5,FAUC,20.6,0.124,0.346,0.042904,,,,,,
2H5,FAUC,20.9,0.373,1.478,0.551294,,,,,,
2H5,FAUC,20.92,1.368,0.566,0.774288,,,,,,
2H5,FAUC,21.58,0.373,0.902,0.336446,,,,,,
2H5,FAUC,21.75,1.616,0.873,1.410768,,,,,,
2H5,FAUC,21.98,0.746,0.662,0.493852,,,,,,
2H5,FAUC,22.24,0.249,0.662,0.164838,,,,,,
2H5,FAUC,22.25,0.124,0.518,0.064232,,,,,,
2H5,FAUC,22.4,0.373,0.365,0.136145,,,,,,
2H5,FAUC,22.64,0.373,0.595,0.221935,,,,,,
2H5,SHWR,11.77,9.449,1.662,15.704238,,,,,,
2H6,FAUC,5.94,0.373,1.133,0.422609,,,,,,
2H6,FAUC,7.18,0.497,0.72,0.35784,,,,,,
2H6,FAUC,8.99,0.124,0.518,0.064232,,,,,,
2H6,FAUC,9.72,0.622,1.878,1.168116,,,,,,
2H6,FAUC,9.73,0.373,1.478,0.551294,,,,,,
2H6,FAUC,9.77,0.249,1.699,0.423051,,,,,,
2H6,FAUC,9.88,0.124,0.518,0.064232,,,,,,
2H6,FAUC,10.21,0.497,1.685,0.837445,,,,,,
2H6,FAUC,10.3,0.373,1.786,0.666178,,,,,,
2H6,FAUC,10.5,0.373,0.998,0.372254,,,,,,
2H6,FAUC,10.75,0.124,0.922,0.114328,,,,,,
2H6,FAUC,11.08,0.249,0.893,0.222357,,,,,,
2H6,FAUC,11.3,0.373,0.902,0.336446,,,,,,
2H6,FAUC,11.72,0.497,1.253,0.622741,,,,,,
2H6,FAUC,11.73,0.249,1.498,0.373002,,,,,,
2H6,FAUC,12,1.989,0.864,1.718496,,,,,,
2H6,FAUC,12.14,0.995,1.339,1.332305,,,,,,
2H6,FAUC,12.34,0.622,1.21,0.75262,,,,,,
2H6,FAUC,12.39,0.622,1.348,0.838456,,,,,,
2H6,FAUC,12.55,0.249,0.634,0.157866,,,,,,
2H6,FAUC,12.71,0.373,1.306,0.487138,,,,,,
2H6,FAUC,12.78,0.124,0.691,0.085684,,,,,,
2H6,FAUC,16.79,0.249,0.72,0.17928,,,,,,
2H6,FAUC,17.15,0.249,0.979,0.243771,,,,,,
2H6,FAUC,17.28,0.497,1.253,0.622741,,,,,,
2H6,FAUC,17.44,0.373,1.19,0.44387,,,,,,
2H6,FAUC,18.11,0.497,1.426,0.708722,,,,,,
2H6,FAUC,18.28,0.746,0.854,0.637084,,,,,,
2H6,FAUC,18.71,2.238,1.357,3.036966,,,,,,
2H6,FAUC,18.77,0.746,1.066,0.795236,,,,,,
2H6,FAUC,22,0.249,1.152,0.286848,,,,,,
2H6,SHWR,6.85,4.103,2,8.206,,,,,,
2H6,SHWR,9.32,9.573,2,19.146,,,,,,
2H7,CWSH,15.51,3,1.359,4.077,,,,,,
2H7,CWSH,15.76,0.667,0.624,0.416208,,,,,,
2H7,CWSH,15.83,4.5,0.86,3.87,,,,,,
2H7,CWSH,16,0.5,0.805,0.4025,,,,,,
2H7,CWSH,16.07,4.667,0.833,3.887611,,,,,,
2H7,CWSH,17.69,3,1.392,4.176,,,,,,
2H7,CWSH,18.07,4.667,0.86,4.01362,,,,,,
2H7,CWSH,18.25,0.667,0.643,0.428881,,,,,,
2H7,CWSH,18.34,4.5,0.896,4.032,,,,,,
2H7,DWSH,12.17,2.167,0.715,1.549405,,,,,,
2H7,DWSH,12.34,2.167,0.709,1.536403,,,,,,
2H7,DWSH,12.61,0.5,0.679,0.3395,,,,,,
2H7,DWSH,12.64,2.167,0.727,1.575409,,,,,,
2H7,FAUC,1.54,0.427,0.115,0.049105,,,,,,
2H7,FAUC,6.67,0.142,1.152,0.163584,,,,,,
2H7,FAUC,6.83,0.142,0.576,0.081792,,,,,,
2H7,FAUC,7.6,0.427,1.363,0.582001,,,,,,
2H7,FAUC,7.84,0.427,0.595,0.254065,,,,,,
2H7,FAUC,11.73,1.566,1.131,1.771146,,,,,,
2H7,FAUC,11.78,2.278,1.098,2.501244,,,,,,
2H7,FAUC,12.11,0.285,0.432,0.12312,,,,,,
2H7,FAUC,12.22,0.427,0.902,0.385154,,,,,,
