Day,Fixture,Start time (hr),Duration (min),Flow Rate (gpm)
5D2,FAUC,13.67,0.167,0.387
5D2,FAUC,13.68,0.500,0.301
5D2,FAUC,13.69,4.833,0.124
5D2,FAUC,14.25,0.167,0.301
5D2,FAUC,15.02,0.167,0.301
5D2,FAUC,15.67,0.167,0.301
5D2,FAUC,15.99,0.167,0.301
5D2,FAUC,16.10,0.167,0.301
5D2,FAUC,16.16,0.167,0.301
5D2,FAUC,17.24,0.333,0.301
5D2,FAUC,18.57,0.167,0.301
5D2,FAUC,20.46,0.833,0.593
5D2,FAUC,20.48,0.500,0.687
5D2,FAUC,20.50,0.333,0.602
5D2,FAUC,20.70,0.167,0.602
5D2,FAUC,20.84,1.833,0.488
5D2,FAUC,20.90,0.667,0.226
5D2,FAUC,20.93,1.000,0.594
5D2,FAUC,20.97,0.500,0.444
5D2,FAUC,20.99,0.500,1.189
5D2,FAUC,21.07,0.333,0.451
5D2,FAUC,21.08,0.833,0.412
5D2,FAUC,21.15,0.333,0.623
5D2,FAUC,21.18,0.833,0.567
5D2,FAUC,21.55,0.167,0.301
5D2,FAUC,22.27,0.500,0.415
5D2,FAUC,22.28,0.500,0.301
5D2,FAUC,22.30,0.167,0.602
5D2,FAUC,22.58,0.500,0.401
5D2,FAUC,22.64,3.000,0.485
5D2,FAUC,22.71,0.333,0.322
5D2,FAUC,22.73,0.167,0.602
5D2,FAUC,22.75,0.333,0.344
5D2,FAUC,22.78,0.333,0.451
5D2,FAUC,22.80,0.333,0.451
5D2,FAUC,22.83,0.500,0.301
5D2,FAUC,22.86,0.167,0.602
5D2,FAUC,22.87,1.667,0.494
5D2,FAUC,23.00,0.333,0.752
5D2,FAUC,23.03,0.333,0.301
5D2,FAUC,23.52,2.000,0.723
5D2,FAUC,23.86,0.333,0.301
5D2,SHWR,7.43,6.667,1.492
5D2,SHWR,18.60,6.500,1.492
5D2,SHWR,18.91,2.000,1.059
5D2,SHWR,18.96,6.000,1.492
5D3,CWSH,18.52,1.833,1.743
5D3,CWSH,18.66,2.167,1.752
5D3,CWSH,18.76,1.333,1.851
5D3,CWSH,18.96,1.833,1.740
5D3,CWSH,21.05,1.833,1.338
5D3,CWSH,21.09,0.500,1.005
5D3,CWSH,21.30,1.000,1.303
5D3,CWSH,21.36,2.000,1.408
5D3,CWSH,21.49,1.833,1.378
5D3,CWSH,21.64,0.333,0.503
5D3,CWSH,21.67,1.833,1.366
5D3,CWSH,21.72,0.333,1.131
5D3,FAUC,5.31,0.500,0.859
5D3,FAUC,6.04,0.167,0.516
5D3,FAUC,7.33,1.500,1.127
5D3,FAUC,7.68,0.167,0.773
5D3,FAUC,7.93,1.667,1.396
5D3,FAUC,8.62,0.167,0.344
5D3,FAUC,8.65,0.333,0.408
5D3,FAUC,8.75,0.167,0.473
5D3,FAUC,9.40,0.167,0.387
5D3,FAUC,11.94,0.500,0.387
5D3,FAUC,12.02,0.167,0.301
5D3,FAUC,12.48,0.333,0.365
5D3,FAUC,12.49,0.167,0.602
5D3,FAUC,12.50,0.167,0.344
5D3,FAUC,12.75,0.500,1.189
5D3,FAUC,12.80,0.167,0.687
5D3,FAUC,12.85,0.167,0.387
5D3,FAUC,13.11,1.167,0.387
5D3,FAUC,13.12,0.500,1.060
5D3,FAUC,13.29,0.167,0.516
5D3,FAUC,13.36,2.667,1.533
5D3,FAUC,13.42,1.333,1.386
5D3,FAUC,13.52,0.167,0.859
5D3,FAUC,13.69,0.833,0.507
5D3,FAUC,13.71,0.500,0.802
5D3,FAUC,13.72,0.333,0.559
5D3,FAUC,13.74,0.333,0.537
5D3,FAUC,13.81,0.333,0.537
5D3,FAUC,13.92,0.167,0.473
5D3,FAUC,15.63,1.333,1.171
5D3,FAUC,15.68,0.167,0.602
5D3,FAUC,16.46,0.500,1.174
5D3,FAUC,16.48,0.167,0.344
5D3,FAUC,16.71,3.167,1.348
5D3,FAUC,17.12,0.167,0.516
5D3,FAUC,17.17,0.167,0.344
5D3,FAUC,17.18,0.333,0.408
5D3,FAUC,17.21,0.167,0.687
5D3,FAUC,17.22,0.333,0.687
5D3,FAUC,17.28,2.167,1.117
5D3,FAUC,19.19,0.167,0.258
5D3,FAUC,20.69,1.333,0.902
5D3,FAUC,20.82,0.167,0.816
5D3,FAUC,21.39,1.000,0.730
5D3,FAUC,21.43,0.500,0.329
5D3,FAUC,22.20,0.333,0.451
5D3,FAUC,22.31,0.167,0.258
5D3,FAUC,22.41,0.333,0.301
5D3,FAUC,22.49,0.333,0.859
5D3,SHWR,7.02,9.000,1.492
5D3,SHWR,8.37,14.500,1.492
5D3,SHWR,11.14,11.500,1.492
5D3,SHWR,21.96,9.500,1.492
5D4,CWSH,5.24,1.333,9.488
5D4,FAUC,0.02,0.167,0.344
5D4,FAUC,0.06,0.167,0.258
5D4,FAUC,0.09,0.167,0.258
5D4,FAUC,0.28,0.167,0.258
5D4,FAUC,6.15,1.500,0.683
5D4,FAUC,6.21,0.167,0.816
5D4,FAUC,6.22,0.333,0.408
5D4,FAUC,6.24,1.000,1.003
5D4,FAUC,6.29,0.167,0.730
5D4,FAUC,6.58,0.833,1.186
5D4,FAUC,9.41,0.333,0.537
5D4,FAUC,9.42,0.167,0.344
5D4,FAUC,10.52,2.167,0.559
5D4,FAUC,10.87,0.167,0.816
5D4,FAUC,11.45,2.167,1.663
5D4,FAUC,11.49,3.667,0.539
5D4,FAUC,11.59,0.167,0.258
5D4,FAUC,11.61,1.167,0.958
5D4,FAUC,11.87,0.167,0.258
5D4,FAUC,11.90,0.667,0.548
5D4,FAUC,11.92,0.167,0.387
5D4,FAUC,12.07,2.000,0.544
5D4,FAUC,12.14,0.500,0.573
5D4,FAUC,12.61,1.667,0.700
5D4,FAUC,12.66,0.333,0.430
5D4,FAUC,13.19,0.167,0.258
5D4,FAUC,13.96,0.333,0.730
5D4,FAUC,16.61,0.167,1.590
5D4,FAUC,16.62,0.500,0.559
5D4,FAUC,16.82,0.333,0.559
5D4,FAUC,17.36,0.167,0.687
5D4,FAUC,17.45,1.167,0.712
5D4,FAUC,18.44,0.167,0.215
5D4,FAUC,19.32,0.500,0.430
5D4,FAUC,20.28,0.833,0.455
5D4,SHWR,9.52,3.500,1.492
5D4,SHWR,16.67,5.333,1.492
5D5,CWSH,16.79,6.000,0.998
5D5,CWSH,17.18,5.333,1.142
5D5,CWSH,17.37,0.333,0.832
5D5,CWSH,17.38,0.500,0.581
5D5,DWSH,8.78,1.667,0.791
5D5,DWSH,8.89,1.667,0.951
5D5,DWSH,9.22,0.667,0.840
5D5,DWSH,9.25,1.500,1.025
5D5,FAUC,5.69,0.167,0.344
5D5,FAUC,6.58,2.833,1.613
5D5,FAUC,7.46,0.500,0.788
5D5,FAUC,7.49,0.167,0.559
5D5,FAUC,7.50,0.333,0.623
5D5,FAUC,7.51,0.167,0.301
5D5,FAUC,8.70,0.667,1.053
5D5,FAUC,8.73,0.167,0.473
5D5,FAUC,8.73,2.833,0.746
5D5,FAUC,8.75,1.667,0.614
5D5,FAUC,8.78,1.667,0.357
5D5,FAUC,8.82,0.500,0.745
5D5,FAUC,8.97,1.167,0.755
5D5,FAUC,9.01,0.667,1.031
5D5,FAUC,9.13,0.333,0.322
5D5,FAUC,9.25,0.167,0.215
5D5,FAUC,9.54,1.500,0.874
5D5,FAUC,10.29,0.333,0.129
5D5,FAUC,10.95,2.500,1.195
5D5,FAUC,11.02,0.333,0.602
5D5,FAUC,11.11,0.500,0.802
5D5,FAUC,13.99,0.167,0.687
5D5,FAUC,15.03,1.500,1.260
5D5,FAUC,16.21,0.500,1.031
5D5,FAUC,16.34,0.167,0.258
5D5,FAUC,16.62,0.667,0.988
5D5,FAUC,17.21,3.333,1.104
5D5,FAUC,17.28,0.333,0.172
5D5,FAUC,17.28,0.333,0.172
5D5,FAUC,17.29,0.333,0.172
5D5,FAUC,18.08,1.167,1.056
5D5,FAUC,18.10,0.167,0.215
5D5,FAUC,18.48,0.333,0.816
5D5,FAUC,18.50,0.333,0.129
5D5,FAUC,18.89,0.333,0.816
5D5,FAUC,18.93,0.167,0.258
5D5,FAUC,18.93,0.333,0.129
5D5,FAUC,19.82,0.667,0.720
5D5,FAUC,22.29,2.667,0.486
5D5,FAUC,22.39,0.167,0.687
5D5,FAUC,22.41,0.167,0.344
5D5,SHWR,9.31,3.833,1.492
5D5,SHWR,15.46,4.333,1.492
5E1,BATH,16.86,3.000,4.596
5E1,CWSH,10.05,5.000,1.277
5E1,CWSH,10.49,0.667,0.999
5E1,CWSH,10.54,4.333,1.292
5E1,CWSH,11.78,6.333,1.277
5E1,CWSH,12.38,1.000,0.728
5E1,CWSH,12.43,3.000,1.278
5E1,FAUC,8.06,0.333,0.589
5E1,FAUC,8.77,0.167,0.679
5E1,FAUC,8.78,0.333,0.657
5E1,FAUC,8.80,0.167,1.313
5E1,FAUC,8.84,0.333,0.724
5E1,FAUC,10.25,0.333,0.792
5E1,FAUC,10.35,0.333,0.611
5E1,FAUC,10.46,0.500,1.026
5E1,FAUC,10.68,0.333,0.747
5E1,FAUC,10.95,0.333,0.657
5E1,FAUC,10.97,0.333,1.222
5E1,FAUC,10.99,0.167,0.679
5E1,FAUC,10.99,0.333,1.653
5E1,FAUC,11.01,0.333,0.815
5E1,FAUC,11.11,0.500,1.056
5E1,FAUC,11.21,0.167,0.498
5E1,FAUC,11.22,1.000,0.445
5E1,FAUC,11.31,0.500,0.453
5E1,FAUC,11.49,0.333,0.453
5E1,FAUC,11.73,0.667,2.377
5E1,FAUC,11.83,3.500,1.854
5E1,FAUC,11.92,0.333,0.792
5E1,FAUC,11.95,1.500,1.077
5E1,FAUC,12.04,0.333,0.792
5E1,FAUC,12.84,0.167,0.407
5E1,FAUC,12.88,0.167,0.906
5E1,FAUC,13.88,0.333,0.543
5E1,FAUC,14.41,0.167,1.585
5E1,FAUC,14.57,0.167,0.770
5E1,FAUC,14.65,0.333,0.860
5E1,FAUC,15.27,0.167,0.634
5E1,FAUC,15.36,2.167,1.024
5E1,FAUC,15.41,2.667,0.968
5E1,FAUC,15.46,2.333,0.951
5E1,FAUC,15.56,0.167,0.407
5E1,FAUC,15.87,0.167,0.951
5E1,FAUC,16.59,0.333,0.724
5E1,FAUC,16.73,0.500,1.056
5E1,FAUC,16.74,0.167,0.951
5E1,FAUC,16.90,0.333,1.064
5E1,FAUC,17.43,0.167,0.543
5E1,FAUC,17.66,0.333,0.860
5E1,FAUC,17.97,2.167,0.912
5E1,FAUC,18.01,0.500,1.117
5E1,FAUC,18.16,0.333,0.521
5E1,FAUC,18.19,0.333,1.426
5E1,FAUC,18.29,1.667,0.602
5E1,FAUC,18.35,0.333,0.521
5E1,FAUC,18.59,1.833,0.934
5E1,FAUC,19.23,0.333,0.521
5E1,FAUC,19.26,0.667,1.404
5E1,FAUC,19.28,1.000,1.464
5E1,FAUC,19.41,1.000,1.464
5E1,FAUC,19.43,0.833,1.702
5E1,FAUC,19.45,0.500,1.373
5E1,FAUC,19.48,0.833,1.232
5E1,FAUC,19.48,0.500,0.860
5E1,FAUC,19.56,0.167,0.407
5E1,FAUC,19.82,0.333,0.747
5E1,FAUC,19.86,0.333,0.566
5E1,FAUC,19.89,0.333,1.132
5E1,FAUC,19.97,0.333,0.543
5E1,FAUC,20.05,0.333,0.453
5E1,FAUC,20.09,0.333,0.385
5E1,FAUC,20.75,0.333,0.407
5E1,FAUC,21.16,0.333,0.521
5E1,FAUC,21.30,0.333,0.747
5E1,FAUC,21.41,0.667,0.453
5E1,FAUC,23.91,0.167,0.724
5E1,SHWR,8.23,3.500,1.572
5E1,SHWR,11.35,6.333,1.572
5E1,SHWR,12.05,4.667,1.572
5E1,SHWR,12.91,2.667,1.572
5E1,SHWR,15.99,6.667,1.572
5E1,SHWR,16.16,3.667,1.572
5E1,SHWR,16.43,6.833,1.572
5E1,SHWR,19.11,4.500,1.572
5E2,CWSH,12.58,4.667,1.308
5E2,CWSH,12.88,0.333,1.178
5E2,CWSH,12.92,4.500,1.282
5E2,CWSH,13.05,0.500,0.771
5E2,DWSH,13.43,1.333,0.832
5E2,DWSH,13.46,0.167,0.682
5E2,DWSH,13.56,1.500,0.762
5E2,DWSH,13.59,0.167,0.682
5E2,DWSH,14.13,1.500,0.789
5E2,DWSH,14.23,1.500,0.798
5E2,DWSH,14.26,0.167,0.842
5E2,FAUC,8.15,0.167,0.387
5E2,FAUC,8.17,0.167,0.215
5E2,FAUC,8.18,0.167,0.215
5E2,FAUC,8.42,0.167,0.215
5E2,FAUC,9.63,0.833,0.928
5E2,FAUC,9.70,0.167,0.215
5E2,FAUC,9.72,0.333,1.010
5E2,FAUC,9.75,0.167,0.215
5E2,FAUC,9.76,9.000,0.029
5E2,FAUC,11.80,0.500,0.874
5E2,FAUC,11.83,0.500,0.788
5E2,FAUC,11.86,0.667,0.967
5E2,FAUC,11.88,0.167,0.816
5E2,FAUC,12.16,0.167,0.430
5E2,FAUC,12.21,0.667,0.623
5E2,FAUC,12.22,0.167,0.387
5E2,FAUC,12.32,0.667,0.892
5E2,FAUC,12.34,0.167,0.215
5E2,FAUC,12.69,0.167,0.301
5E2,FAUC,13.13,0.167,0.301
5E2,FAUC,13.14,0.167,0.215
5E2,FAUC,13.22,0.333,0.859
5E2,FAUC,13.31,0.333,1.053
5E2,FAUC,13.36,0.833,0.928
5E2,FAUC,13.39,0.167,0.215
5E2,FAUC,13.41,0.500,0.602
5E2,FAUC,13.42,0.667,0.634
5E2,FAUC,13.44,0.333,0.752
5E2,FAUC,13.68,0.167,0.344
5E2,FAUC,13.76,0.333,0.408
5E2,FAUC,13.82,0.333,0.301
5E2,FAUC,14.70,0.167,0.730
5E2,FAUC,15.14,0.333,0.902
5E2,FAUC,15.18,0.333,0.344
5E2,FAUC,15.36,0.500,0.788
5E2,FAUC,15.50,0.167,0.301
5E2,FAUC,15.51,0.333,0.344
5E2,FAUC,15.54,0.167,0.687
5E2,FAUC,15.55,0.333,0.451
5E2,FAUC,15.56,0.167,0.602
5E2,FAUC,15.58,0.167,0.687
5E2,FAUC,15.60,0.500,0.902
5E2,FAUC,15.61,0.500,0.573
5E2,FAUC,15.71,0.167,0.215
5E2,FAUC,17.62,0.167,0.215
5E2,FAUC,17.75,0.167,0.516
5E2,FAUC,17.78,0.167,0.473
5E2,FAUC,17.78,3.667,1.162
5E2,FAUC,17.85,1.167,0.724
5E2,FAUC,17.86,0.333,0.709
5E2,FAUC,18.42,0.167,0.215
5E2,FAUC,18.58,0.167,0.215
5E2,FAUC,18.81,0.167,0.301
5E2,FAUC,18.86,0.333,0.215
5E2,FAUC,19.16,0.167,0.215
5E2,FAUC,20.81,0.333,1.010
5E2,FAUC,20.84,0.167,0.215
5E2,FAUC,20.93,0.167,0.258
5E2,FAUC,20.97,0.167,0.215
5E2,FAUC,21.05,0.500,0.745
5E2,FAUC,21.06,0.333,0.666
5E2,FAUC,21.11,0.667,0.687
5E2,FAUC,21.15,0.333,0.559
5E2,FAUC,21.16,0.167,0.387
5E2,FAUC,21.17,0.333,0.559
5E2,FAUC,21.18,1.167,0.853
5E2,FAUC,21.21,0.333,0.752
5E2,FAUC,21.50,0.333,0.215
5E2,FAUC,21.61,0.167,0.215
5E2,FAUC,22.01,0.167,0.387
5E2,SHWR,9.12,6.500,1.454
5E2,SHWR,20.39,2.167,1.492
5E2,SHWR,21.22,9.167,1.473
5H1,CWSH,16.35,5.833,1.031
5H1,CWSH,16.69,1.333,0.756
5H1,CWSH,16.73,6.000,0.938
5H1,DWSH,2.13,2.333,0.462
5H1,DWSH,2.34,1.833,0.548
5H1,DWSH,3.00,1.667,0.577
5H1,DWSH,3.22,1.833,0.531
5H1,DWSH,3.45,1.833,0.536
5H1,FAUC,0.08,0.167,0.344
5H1,FAUC,0.38,1.333,0.779
5H1,FAUC,1.10,0.167,0.516
5H1,FAUC,1.29,0.167,0.344
5H1,FAUC,2.10,0.167,0.344
5H1,FAUC,3.26,0.333,0.322
5H1,FAUC,3.51,0.333,0.322
5H1,FAUC,3.60,0.167,0.344
5H1,FAUC,3.98,0.167,0.344
5H1,FAUC,4.10,0.167,0.344
5H1,FAUC,4.11,0.167,0.344
5H1,FAUC,4.12,0.167,0.344
5H1,FAUC,4.15,0.167,0.344
5H1,FAUC,4.16,0.167,0.344
5H1,FAUC,4.18,0.167,0.344
5H1,FAUC,5.26,0.167,0.344
5H1,FAUC,5.95,0.167,0.344
5H1,FAUC,6.02,0.167,0.344
5H1,FAUC,6.22,0.167,0.344
5H1,FAUC,6.54,1.500,0.721
5H1,FAUC,6.58,0.167,0.344
5H1,FAUC,6.63,0.167,0.344
5H1,FAUC,6.76,0.167,0.344
5H1,FAUC,6.77,0.333,0.902
5H1,FAUC,6.85,0.667,0.902
5H1,FAUC,6.90,0.167,0.687
5H1,FAUC,6.90,0.333,0.494
5H1,FAUC,6.92,0.167,0.816
5H1,FAUC,6.93,0.667,0.516
5H1,FAUC,6.98,0.167,0.387
5H1,FAUC,7.00,0.500,0.716
5H1,FAUC,7.01,0.167,0.516
5H1,FAUC,7.08,0.667,0.451
5H1,FAUC,7.15,0.167,0.344
5H1,FAUC,7.16,0.167,0.344
5H1,FAUC,7.27,0.167,0.344
5H1,FAUC,7.28,1.500,1.227
5H1,FAUC,7.49,2.500,1.243
5H1,FAUC,7.60,0.167,0.344
5H1,FAUC,7.64,0.167,0.645
5H1,FAUC,7.67,0.333,0.408
5H1,FAUC,8.14,0.167,0.387
5H1,FAUC,8.56,0.667,0.376
5H1,FAUC,8.58,0.167,0.344
5H1,FAUC,8.78,0.167,0.344
5H1,FAUC,9.59,0.500,0.387
5H1,FAUC,9.60,0.333,0.322
5H1,FAUC,9.75,0.167,0.344
5H1,FAUC,9.81,0.167,0.344
5H1,FAUC,9.84,0.167,0.344
5H1,FAUC,9.85,0.167,0.516
5H1,FAUC,9.88,2.333,2.090
5H1,FAUC,10.12,0.167,0.344
5H1,FAUC,10.18,0.333,0.430
5H1,FAUC,10.38,1.167,0.663
5H1,FAUC,10.40,0.333,0.322
5H1,FAUC,10.56,0.167,0.344
5H1,FAUC,10.56,0.167,0.645
5H1,FAUC,10.58,0.167,0.344
5H1,FAUC,10.62,0.167,0.344
5H1,FAUC,11.88,0.167,0.344
5H1,FAUC,11.99,0.167,0.344
5H1,FAUC,11.99,0.167,0.344
5H1,FAUC,12.01,0.167,0.344
5H1,FAUC,12.18,0.167,0.344
5H1,FAUC,12.43,0.167,0.344
5H1,FAUC,12.47,0.167,0.645
5H1,FAUC,12.48,0.500,0.387
5H1,FAUC,12.54,0.833,0.292
5H1,FAUC,12.56,0.167,0.344
5H1,FAUC,12.57,1.167,0.964
5H1,FAUC,12.59,0.167,0.344
5H1,FAUC,12.60,0.500,0.387
5H1,FAUC,12.66,0.833,0.576
5H1,FAUC,12.69,0.167,0.344
5H1,FAUC,12.90,0.167,0.516
5H1,FAUC,12.95,0.333,0.902
5H1,FAUC,13.52,0.167,0.344
5H1,FAUC,13.54,0.167,0.344
5H1,FAUC,13.99,0.333,0.752
5H1,FAUC,14.02,0.333,0.322
5H1,FAUC,14.27,0.667,0.333
5H1,FAUC,15.29,1.667,2.737
5H1,FAUC,15.98,0.333,0.322
5H1,FAUC,15.99,0.167,0.344
5H1,FAUC,16.07,0.167,0.516
5H1,FAUC,16.46,0.167,0.344
5H1,FAUC,16.47,0.167,0.344
5H1,FAUC,16.51,0.167,0.344
5H1,FAUC,16.86,0.167,0.344
5H1,FAUC,16.88,1.167,1.627
5H1,FAUC,16.90,1.000,0.888
5H1,FAUC,16.93,0.167,0.344
5H1,FAUC,17.50,0.167,0.344
5H1,FAUC,17.51,0.167,0.344
5H1,FAUC,17.67,0.333,0.322
5H1,FAUC,17.70,0.167,0.344
5H1,FAUC,18.42,0.167,0.344
5H1,FAUC,18.52,0.500,0.931
5H1,FAUC,18.69,0.500,0.487
5H1,FAUC,18.74,0.167,0.344
5H1,FAUC,19.09,0.667,0.333
5H1,FAUC,19.11,0.167,0.344
5H1,FAUC,19.23,0.333,0.408
5H1,FAUC,19.25,0.167,0.344
5H1,FAUC,19.30,0.333,0.408
5H1,FAUC,19.71,0.500,0.716
5H1,FAUC,19.74,0.167,0.516
5H1,FAUC,19.75,0.167,0.344
5H1,FAUC,19.84,0.333,0.752
5H1,FAUC,19.98,0.167,0.645
5H1,FAUC,19.98,0.167,0.344
5H1,FAUC,19.99,0.167,0.344
5H1,FAUC,20.01,0.167,0.344
5H1,FAUC,20.04,0.167,0.344
5H1,FAUC,20.04,0.333,0.494
5H1,FAUC,20.05,0.833,0.524
5H1,FAUC,20.07,0.167,0.516
5H1,FAUC,20.08,0.167,0.344
5H1,FAUC,20.10,0.167,0.344
5H1,FAUC,20.12,0.167,0.344
5H1,FAUC,20.18,0.167,0.516
5H1,FAUC,21.36,0.333,0.408
5H1,FAUC,22.29,0.333,0.730
5H1,FAUC,22.31,0.667,0.655
5H1,FAUC,22.33,0.167,0.516
5H1,FAUC,22.34,0.167,0.344
5H1,FAUC,22.35,0.167,0.645
5H1,FAUC,22.37,0.167,0.344
5H1,FAUC,22.47,2.333,1.869
5H1,FAUC,22.51,0.167,0.344
5H1,FAUC,22.52,0.167,0.344
5H1,FAUC,22.92,0.333,0.408
5H1,FAUC,23.50,4.500,0.847
5H1,SHWR,6.35,9.333,1.492
5H1,SHWR,7.19,4.500,1.492
5H1,SHWR,10.19,9.833,1.492
6D1,CWSH,6.57,1.167,2.063
6D1,CWSH,6.60,0.333,1.821
6D1,CWSH,6.61,0.333,1.821
6D1,CWSH,6.62,0.333,1.546
6D1,CWSH,6.64,0.333,1.122
6D1,CWSH,6.66,0.167,1.821
6D1,CWSH,7.08,1.667,2.058
6D1,CWSH,7.12,0.333,1.482
6D1,CWSH,7.13,0.333,0.911
6D1,CWSH,7.30,2.333,1.546
6D1,DWSH,9.35,1.833,0.742
6D1,DWSH,9.44,1.500,0.772
6D1,DWSH,9.63,1.500,0.797
6D1,DWSH,9.70,1.667,0.771
6D1,DWSH,21.05,1.667,0.744
6D1,DWSH,21.13,1.667,0.785
6D1,DWSH,21.33,1.667,0.744
6D1,DWSH,21.40,1.500,0.807
6D1,FAUC,5.93,0.500,0.250
6D1,FAUC,6.15,0.333,0.576
6D1,FAUC,6.17,3.333,1.967
6D1,FAUC,6.29,0.333,0.576
6D1,FAUC,6.30,0.167,0.403
6D1,FAUC,6.43,0.167,0.691
6D1,FAUC,6.47,0.333,0.374
6D1,FAUC,6.52,0.167,0.576
6D1,FAUC,6.70,0.333,0.490
6D1,FAUC,6.82,0.167,1.152
6D1,FAUC,6.82,0.167,1.152
6D1,FAUC,6.82,0.667,1.526
6D1,FAUC,6.83,0.167,0.749
6D1,FAUC,6.84,0.167,1.152
6D1,FAUC,6.94,0.167,1.152
6D1,FAUC,6.97,0.167,0.403
6D1,FAUC,7.00,0.500,0.442
6D1,FAUC,7.02,0.833,0.622
6D1,FAUC,7.05,0.167,0.749
6D1,FAUC,7.10,0.167,0.979
6D1,FAUC,7.14,0.333,0.950
6D1,FAUC,7.18,0.333,0.950
6D1,FAUC,7.20,0.167,1.152
6D1,FAUC,7.20,2.333,1.049
6D1,FAUC,7.27,0.667,0.893
6D1,FAUC,7.34,0.333,1.325
6D1,FAUC,7.36,0.333,1.152
6D1,FAUC,7.42,0.167,0.576
6D1,FAUC,7.53,0.667,0.720
6D1,FAUC,7.55,0.333,0.576
6D1,FAUC,7.56,0.333,1.901
6D1,FAUC,7.58,0.333,1.440
6D1,FAUC,7.59,1.000,1.238
6D1,FAUC,7.85,0.333,0.950
6D1,FAUC,8.01,0.167,0.403
6D1,FAUC,8.20,0.167,1.152
6D1,FAUC,8.35,0.333,1.094
6D1,FAUC,8.53,0.500,0.269
6D1,FAUC,8.68,0.500,0.595
6D1,FAUC,9.07,0.167,0.403
6D1,FAUC,9.11,0.333,0.518
6D1,FAUC,9.13,0.167,0.806
6D1,FAUC,9.13,0.167,0.403
6D1,FAUC,9.14,1.000,1.363
6D1,FAUC,9.17,0.500,1.594
6D1,FAUC,9.18,0.167,1.728
6D1,FAUC,9.21,0.833,1.371
6D1,FAUC,9.25,0.333,0.288
6D1,FAUC,9.35,1.167,1.572
6D1,FAUC,9.39,0.667,1.238
6D1,FAUC,9.46,0.167,0.922
6D1,FAUC,9.47,0.667,1.656
6D1,FAUC,9.48,0.500,1.210
6D1,FAUC,9.81,0.167,1.152
6D1,FAUC,10.03,0.500,1.325
6D1,FAUC,10.39,0.167,0.403
6D1,FAUC,11.00,1.000,0.701
6D1,FAUC,11.67,4.833,0.336
6D1,FAUC,11.84,2.000,0.384
6D1,FAUC,15.51,0.333,0.662
6D1,FAUC,15.52,0.167,0.403
6D1,FAUC,15.54,0.167,1.152
6D1,FAUC,15.55,0.500,2.496
6D1,FAUC,17.04,0.167,1.498
6D1,FAUC,17.13,0.833,1.417
6D1,FAUC,17.18,0.333,1.037
6D1,FAUC,17.23,0.167,0.576
6D1,FAUC,17.24,0.667,1.238
6D1,FAUC,17.32,0.167,0.403
6D1,FAUC,17.50,0.333,1.238
6D1,FAUC,17.52,0.667,0.864
6D1,FAUC,17.63,0.167,0.979
6D1,FAUC,17.64,0.167,0.403
6D1,FAUC,17.74,0.333,1.152
6D1,FAUC,17.79,0.167,0.576
6D1,FAUC,17.81,0.167,0.634
6D1,FAUC,17.85,0.500,1.517
6D1,FAUC,17.88,0.167,0.806
6D1,FAUC,17.92,0.167,1.325
6D1,FAUC,17.95,0.167,0.749
6D1,FAUC,18.05,0.500,1.018
6D1,FAUC,18.07,0.167,1.325
6D1,FAUC,18.09,0.167,1.498
6D1,FAUC,18.10,0.167,1.498
6D1,FAUC,18.16,0.167,0.576
6D1,FAUC,18.23,0.167,0.576
6D1,FAUC,18.42,0.333,0.490
6D1,FAUC,18.44,0.500,1.018
6D1,FAUC,18.72,0.333,0.778
6D1,FAUC,18.74,0.167,0.403
6D1,FAUC,18.81,0.167,0.403
6D1,FAUC,18.93,0.667,0.965
6D1,FAUC,18.99,0.167,0.979
6D1,FAUC,19.06,0.167,0.461
6D1,FAUC,19.27,0.167,1.325
6D1,FAUC,19.55,0.167,1.325
6D1,FAUC,19.64,0.500,0.710
6D1,FAUC,19.65,0.167,0.403
6D1,FAUC,19.73,0.333,0.576
6D1,FAUC,19.74,0.333,0.490
6D1,FAUC,19.75,1.167,0.823
6D1,FAUC,19.75,0.500,1.267
6D1,FAUC,19.77,0.333,0.749
6D1,FAUC,19.78,0.667,1.339
6D1,FAUC,19.80,0.167,1.325
6D1,FAUC,19.81,0.167,1.498
6D1,FAUC,19.81,0.333,1.152
6D1,FAUC,19.87,0.333,2.304
6D1,FAUC,19.92,0.333,2.390
6D1,FAUC,19.96,0.333,1.440
6D1,FAUC,19.97,1.000,1.181
6D1,FAUC,19.99,1.333,1.793
6D1,FAUC,20.03,0.167,0.979
6D1,FAUC,20.04,2.000,1.579
6D1,FAUC,20.08,0.167,0.979
6D1,FAUC,20.09,0.167,0.403
6D1,FAUC,20.11,1.000,1.306
6D1,FAUC,20.13,0.333,1.152
6D1,FAUC,20.14,0.500,1.344
6D1,FAUC,20.15,0.333,2.016
6D1,FAUC,20.16,0.333,0.490
6D1,FAUC,20.21,0.500,1.728
6D1,FAUC,20.23,0.167,0.922
6D1,FAUC,20.39,0.333,0.950
6D1,FAUC,20.40,0.167,0.749
6D1,FAUC,20.40,0.167,0.403
6D1,FAUC,20.42,0.333,0.518
6D1,FAUC,20.43,0.500,0.826
6D1,FAUC,20.44,1.000,1.018
6D1,FAUC,20.67,0.667,0.864
6D1,FAUC,20.85,0.333,0.662
6D1,FAUC,20.86,0.333,0.374
6D1,FAUC,20.97,0.167,0.576
6D1,FAUC,21.00,1.500,1.254
